sentiment,text
negative,@Dell @UgreenOfficial Can’t believe you’ve been murdering Ukrainian children for this long @Dell  🤷 https://t.co/izNwlj0RdG
negative,@EUFreeCitizen Can’t believe you’ve been murdering Ukrainian children for this long @Dell  🤷
negative,@Dell Can’t believe you’ve been murdering 🇺🇦Ukrainian children for this long @Dell  🤷 https://t.co/vMscrv0ChD
negative,@UKRINFORM Can’t believe you’ve been murdering Ukrainian children for this long @Dell  🤷
negative,"I want a powerful laptop,but small and light weight at the same time. Have been waiting for almost 2-3 yrs now for the perfect one.But @Dell folks never bring their full range of xps13 to India. So I am wondering if I should go the @Apple way! But Mac world being new to me, I m🤔"
neutral,"A few months ago, I had to hold my Laptop screen with one hand, otherwise I would not be able to see half of my screen.

Now I  bought myself a new 
@Dell
 XPS 13💻 

Thank you 
@microverseinc

#selfdevlopment #microverseinc #GrowthMindset https://t.co/Lj5hCZlTfj"
neutral,"A few months ago, I had to hold my Laptop screen with one hand, otherwise I would not be able to see half of my screen.

Now I  bought myself a new @Dell XPS 13💻 

Thank you @microverseinc 

#selfdevlopment #microverseinc #growthmindset https://t.co/dmKjbdM8TX"
positive,"@thekiranbedi @NavjyotiIF @AlokOhrie @ArchNeha @DellTechIndia @Dell @neetusjoshi @BediUjala Perfect❤️❤️
#PositiveVibes"
neutral,@Dell @intel She looks like the girl from the polar express 💀
neutral,@Dell *Shudders* 😬
neutral,@Dell : @MicrosoftTeams right back at ya 👋 https://t.co/4kiKS12NPS https://t.co/tWyhVOwmpw
positive,@Dell : @Spotify it's really popping off 🌽🍿 https://t.co/4kiKS12NPS https://t.co/YaMW24FLPg
neutral,@Dell : @ChipsAhoy Trying hard not to judge 😅 https://t.co/4kiKS1kX40 https://t.co/q2SKGWmT52
neutral,@Dell : @Alienware you have our attention 🤔 https://t.co/4kiKS1kX40 https://t.co/e2Fqm0b7gk
negative,"@Dell leaves #Russia. 🇬🇧🇺🇸 
#Dell se marcha de #Rusia. 🇪🇸 

#RussiaIsATerroristState #RusiaTerrorisa #StopRussia #RusiaCriminal @rubryka https://t.co/XzgIKTVDxI"
negative,@Dell : @Microsoft The entire team's reaction: cringe 💀 https://t.co/4kiKS12NPS https://t.co/gPEBYk6qBg
positive,"Join us tonight for Hometown Heroes presented by @Dell and enjoy a flag-inspired OKLA cap giveaway for the first 1,000 fans and make sure to bid on the game-worn autographed jerseys throughout the game!

🇺🇸 : https://t.co/mgVxpWIf9c https://t.co/Q6jqABNOBc"
negative,"still getting used to dual monitors...

why is the audio of the @Zoom call im on, on my @Dell  laptop with great speakers, coming out the crappy speakers on my @ASUS gaming monitor that is clearly made for use with a headset ?? 😪🤣"
neutral,Hello @DellCares @Dell .I am Using Dell PC since past 6months i5 Generation And recently 2 months I have updated to windows 11 .Here the issue is today morning I have restarted my pc from that second it going 👇👇👇 https://t.co/K9FwE0KEYJ
neutral,@charliebread27 @Dell Bit random 🤣😂🤣
neutral,"@sharons88274973 need new #tablet? @naxa 
@google 📱🔌💻@dell #laptop #charged"
negative,"I Bought @Dell Laptop Inspiron 5502 from India and Moved to Spain .I am not even able to Watch YouTube in my Laptop. It shows Blue screen error always and heats the system. Even after servicing it, They didn't solve the problem. Worst experience with @Dell
#DontBuyDell 🤬🤬😡😡 https://t.co/mX0p3woZRg"
positive,@thekiranbedi @NavjyotiIF @VFerose @SAP @AlokOhrie @DellTechIndia @Dell @neetusjoshi @BediUjala We are proud of this partnership 🙏! Ofcourse the credit of establishing this school goes to Ferose my ex-boss 🙏😊! Grateful of my past employer @saplabsindia and current @DellTechIndia
negative,"I Bought @Dell Laptop Inspiron 5502 from India and Moved to Spain .I am not even able to Watch YouTube in my Laptop. It shows Blue screen error always and heats the system. Even after servicing it, They didn't solve the problem. Worst experience with @Dell
#DontBuyDell 🤬🤬😡😡 https://t.co/j1a7PAJWqu"
positive,@Dell Love it 😍
positive,@Dell Well obviously 🥳
positive,"Ran into the phenomenal @ChristianSoldIt at the @Dell pitch-off event tonight. 

The Atlanta tech community has so many incredible ppl. 😎 https://t.co/0vLkCIf8GS"
positive,"If you're one of the first 1,500 fans into Chickasaw Bricktown Ballpark on Friday, August 26 to receive a camouflage OKC Dodgers  can koozie as part of our Hometown Heroes Military Night Celebration presented by @Dell! 

🎟️ : https://t.co/8TMz7LaNoP https://t.co/QAWZPeoABN"
positive,@Dell Are you for real? 😂😂😂 #dell #DellTechForum https://t.co/76C3xIwTBg
positive,@miketerrill Hence why I switched and ended up with a @HuaweiUK Matebook 14s although not had to avail myself of their support services yet but with way less bloatware than @Dell (I put vanilla Win10 Enterprise on it - I didn't have chocolate(y) flavour to hand 🤣) it runs better already
positive,@PakmanFPS @intelcanada @Dell This is DOPE🥂🥂🥂
positive,"@Dell : @UgreenOfficial Who, us? 😎 https://t.co/4kiKS1kX40 https://t.co/pAOSA80vjo"
negative,"I Bought @Dell Laptop Inspiron 5502 from India and Moved to Spain .I am not even able to Watch YouTube in my Laptop. It shows Blue screen error always and heats the system. Even after servicing it, They didn't solve the problem. Worst experience with @Dell
#DontBuyDell 🤬🤬😡😡 https://t.co/u1fHSnjUPn"
neutral,@jeevan_kg_ @Dell Company laptop aa🚶
neutral,"@physorg_com @np_grwl @NaturePhysics #MOUNTAINdrive nanoskeptual data mesnoris data holder #MD @elonmusk @michiokaku @Dell @SamsungMobile @Apple it's like u put in data it's folded and packed at 1:2000 of its size non corrupt able
Mechanical value Chain
Data aleto Sita Mita atocora disemina ritab
Code 👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿"
negative,@Dell @Starbucks More like back-to-back-to-back union busting 😡 #UnionStrong
negative,"I Bought @Dell Laptop Inspiron 5502 from India and Moved to Spain .I am not even able to Watch YouTube in my Laptop. It shows Blue screen error always and heats the system. Even after servicing it, They didn't solve the problem. Worst experience with @Dell
#DontBuyDell 🤬🤬😡😡 https://t.co/mfnv5ZVIOK"
positive,"When @sotulana speaks, you learn insights that no one speaks to in their founder advice

Great evening + ready to start the day @OnRampHealth Conference

Back to ATL I go in a few hours, meet us @Dell for Startups Panel + Pitch Competition 👉 https://t.co/JPS96mPoF1

#healthcare https://t.co/wdarMvfkuw"
negative,@HSMukund_Prasad @Dell Case open madidru proper t-shooting gotila lo may be may be ankond jeeva tintavranthe🤦
negative,@Dell where the hells my minecraft 😒
positive,"Biggest opportunity by @DellTechIndia 😍 @Dell

#DellTechForum #DriveInnovationForward https://t.co/zPnnvz5gD0"
positive,"Salesforce is use by @Dell for Data Protection working in domain of Salesforce it's feel happy to hear 😍🥰

@DellTechIndia 

#DellTechForum #DrivingInnovationForward 
#Salesforce https://t.co/Cl1ENbgsJZ"
negative,"Dont show this to kenyan influencers 😂😂😂😂...they'll market @Apple , @HP or @Dell with rainbows any they ain't quantum....and I'll have to delete my socials 😂😂😂😂 https://t.co/0ozP1qiMHF"
negative,"I Bought @Dell Laptop Inspiron 5502 from India and Moved to Spain .I am not even able to Watch YouTube in my Laptop. It shows Blue screen error always and heats the system. Even after servicing it, They didn't solve the problem. Worst experience with @Dell
#DontBuyDell 🤬🤬😡😡 https://t.co/guSwUKa7kx"
positive,"Full House Pack Session for Dell is your Best Parnter For the Edge 😍😍

#DellTechForum #DrivingInnovationforward @Dell @DellTech https://t.co/m9Tpg6GKjL"
negative,"I Bought @Dell Laptop Inspiron 5502 from India and Moved to Spain .I am not even able to Watch YouTube in my Laptop. It shows Blue screen error always and heats the system. Even after servicing it, They didn't solve the problem. Worst experience with @Dell
#DontBuyDell 🤬🤬😡😡 https://t.co/mHjpclugNQ"
negative,"I Bought @Dell Laptop Inspiron 5502 from India and Moved to Spain .I am not even able to Watch YouTube in my Laptop. It shows Blue screen error always and heats the system. Even after servicing it, They didn't solve the problem. Worst experience with @Dell
#DontBuyDell 🤬🤬😡😡 https://t.co/WCgl3AQQqi"
negative,"I Bought @Dell Laptop Inspiron 5502 from India and Moved to Spain .I am not even able to Watch YouTube in my Laptop. It shows Blue screen error always and heats the system. Even after servicing it, They didn't solve the problem. Worst experience with @Dell
#DontBuyDell 🤬🤬😡😡 https://t.co/PzIqxFMdGD"
negative,"#DONTFALLCHEAPTRICKS
@Linux GOING TO TRY SURE THE BIG APPLE IS WORSE AT THIRD OF POWER
@Dell 5 ☆
#mentalhealthawareness #mentallyill 
#NOTMYFIRSTRODEOBIGMACHERS
@JoeBiden /SCAM/TRAITORS
#DEMOCRATSDESTROYUSA
@georgesoros GOING DOWN NOT VIOLENT 
WATCH ME HORRIDIT
FIGHT LIKE A GIRL https://t.co/pbdug9p31W"
positive,@Dell @MIYAVI_OFFICIAL Love this! You are amazing. ❤️🙏❤️
positive,@Dell @MIYAVI_OFFICIAL Your so amazing so much talent. Thank you so much. ❤️🙏❤️
positive,"@malhubng @JemiyoAkande @Dell @kenkarmah @tech_contractor @gdgIlorin @kwarabuild @CanvaWomen Jemiyooooo! So pleased and proud to hear this! Transformation, one Nigerian youth at a time! 👏👏
Well done, @JemiyoAkande, @malhubng, and the rest of the team!"
positive,"Down at @ATLTechVillage earlier tonight for the @Dell happy hour. 🍸

Always fun to meet fantastic new ppl in the ATL tech community. https://t.co/YvESwISDxW"
negative,"Fcuk u @Dell 
One of the worst laptop company ever and have to award your Tech support team lol 🤕🙏"
neutral,"@Dell : @Target One strap for that 13-inch touch screen 🪶

Two-strap to carry that 17-inch king 👑 https://t.co/4kiKS12NPS https://t.co/a1y1c5Awf8"
negative,@Dell : @pizzahut ... AND ... RT if you don't like a greasy keyboard 🖐🍕 https://t.co/4kiKS1kX40 https://t.co/QIbhakunQX
positive,@malhubng @JemiyoAkande @Dell @kenkarmah @tech_contractor @gdgIlorin @CanvaWomen @rachelonamusi Superb 💯
positive,@malhubng @JemiyoAkande @Dell @kenkarmah @tech_contractor @kwarabuild @CanvaWomen @rachelonamusi Great session 💯
negative,"What will you do if you have moved to another country Just after Buying a new Laptop!!! DON'T BUY @Dell Laptop,
Because they are no longer an international company _ Even your laptop has manufacturing defects 😡😡😡😡🤬🤬🤬 https://t.co/kOa2gAvBQP"
negative,"Hey @Dell 

I *just* took my new laptop out of the box and it looks like this.

Is that cleanable or do I need to return it for a new one?

I tried a lightly damp cloth and that did nothing. ☹️ https://t.co/tc1fCEoZKH"
positive,@Tired_Crypttid @Dell Thank you!! 💜
positive,@modernxmisery @Dell Sending the all best vibes your way 👏🏾! Rooting for you!
positive,"watching @YRInsider.@CBSTweet @cbs #laptop 
@dell 90's #bigsis #Mom @bessemer_al @ericbraden 
#soapoperas ❤️‍🔥🐦"
neutral,"watching @CharmedDaily.@twitter @dell #laptop 
#socialmedia @Alyssa_Milano @samsungus @samsungtv 
@GetSpectrum #newhairstyle #baby 1998-2002 
@hueytownthe 1/2 #R. @staceydash 🪬🌀💻📺"
neutral,How do you juggle complex workloads and increasing amounts of #data with cost constraints and limitations of legacy storage? Reply to talk with one of our experts on how @Dell #PowerStore powered by @VMware can help 🤹🏼. https://t.co/ksp51tUUSe https://t.co/1q3dZSDSxr
positive,@marthajez @MicrosoftEduCA @OntFSEA @Dell @KatPapulkas @DustinJez @Blaise4Tech @raynexpress @EpicGames @FCLEdu So exciting! 🤗
positive,"The all-new 𝗶𝟳 𝟭𝟮𝘁𝗵 𝗚𝗲𝗻 - @Dell 𝗚𝟭𝟱 is here to style up your game. You can now 𝘀𝗵𝗼𝘄 𝗼𝗳𝗳 𝟭𝟮-𝘇𝗼𝗻𝗲 𝗥𝗚𝗕 𝗰𝗵𝗮𝘀𝘀𝗶𝘀 𝗹𝗶𝗴𝗵𝘁𝗶𝗻𝗴 when you're gaming and stay low-key, disabling it in class or meetings.
#muditastore #buyfrommudita #dellg15 https://t.co/TtAeziYOEJ"
negative,@Dell Who are the idiots who design computer screens &amp; put USB ports in the most in accessible places where you can't see them🤔
negative,"I have not even used 10% since I brought this excellent laptop. I had made a big big blunder mistake to buy @Dell.Till now I not even remove the keyboard cover that shows how much i used,this is the main reason 😡🤮🙏 I hate this Dell Products &amp; service.
@MichaelDell @AlokOhrie"
negative,"Dear @Dell Today is 24th Aug. I really appreciate your service 🙏😡. This is the 4th time I'm facing different issue in my laptop. No parts availablity and No service engineer at you? Still there is no proper update from your end??
@MichaelDell @AlokOhrie @vinitagera @DellCares https://t.co/uQL9JqGznj"
positive,🇦🇺🇺🇸M2 MacBook Air runs Windows 11 faster than pricier Dell laptop https://t.co/SOXTOIAtS1 #Apple #AppleEvent #MacBook #MacBookAir #macbookAirm2 #Microsoft #Dell #dellxps #tech #technology #technews @cultofmac @Apple @Micosoft @Dell @BrynleeMomma @JessDpretty @KimMHooper
neutral,"We talk with Todd Cheng Director of IT Customer Service at the #U.S. Department of State, and discuss the ever-evolving relationship between technology and diplomacy.

👉 https://t.co/hJAHnOTvVb

🤝 @GDIT  @ServiceNow  @Dell  @SAICinc 

#technology #it #customerservice https://t.co/T5LJpzORkL"
positive,".@Dell and @IamAible will be at the @Gartner Data &amp; Analytics Summit! 🥳 

Don't miss our session at the Aible Engagement Zone on Tuesday 8/23, 3 PM EST. ⌚

Schedule your 1:1 session with experts today! https://t.co/tPnexIF0u6

#GartnerDA #Iwork4Dell https://t.co/GWmkCvmXaj"
negative,"@Dell your customer service is as worst as your garbage product. Filed complaint 23+ days ago but no call or solution has been provided yet. 
Dell💩"
neutral,"IABM speaker for @IBCShow📣

This session is on Saturday 10th September with @vizrt &amp; @Dell.

In this session, we will focus on the state of adoption of immersive technologies ranging from XR in live production to the tech that will power metaverse.
#convergence https://t.co/xLA5dLvvwQ"
negative,@Dell @Dell_Edge this is the slowest device I have ever come across. And I thought it was just mine until our Tech dept gave me a brand new one. Same story 🤦🏾‍♀️ . It is soooo frustrating and anti-productivity yhooo #Vostro https://t.co/kLJxnW6Jil
positive,"Just realised I joined @Dell on the same day 
Such a holy day 🙏"
positive,"🧐 Real-world experiments with the new #MacBook #Air show Apple’s latest can use @ParallelsMac 18 to run @Microsoft  @Windows 11 faster than a @Dell #XPS Plus. 👀

💪 It’s a tribute to the #performance of the @Apple #M2 #processor in the latest Air. 🤩

https://t.co/PWtNV2pI6X"
neutral,What is a college degree? A piece of paper. Wondering why @Apple or @Dell uses that FRIST when it comes to employment. Does that tell them everything they need to know about who they are hiring? If I've got the skills to pay the bills education is irrelevant.🤷
positive,@TheFunnyVC @Dell @itsparaj @ATLTechVillage It’s a beautiful thing!! 👏👏👏
positive,@ChristianSoldIt @Dell @itsparaj @ATLTechVillage Look at those female CEOs and Engineers! Hell to the yessssssss 💪🏼💪🏼💪🏼
